V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
8.751485179,9.983990219,6.153468683,5.739294227,3.213546901,2.726715533,5.369091163,6.595503944,2.998207865,7.784856826,4.497567623,2.353191335,6.066683441,5.983846542,7.661588125,2.394884413,2.74077511,2.482748779,2.367065493,3.155184396
4.553857268,2.187750021,4.881202042,7.032797645,2.481116367,3.421754009,5.731024903,20.49711618,4.339199416,18.9152145,3.156280175,4.298432038,10.18245636,3.934274617,11.69119299,6.159371336,5.570899401,3.955736782,6.352616983,7.837045693
9.586685242,7.172434047,4.782976981,2.379021983,2.090443367,10.01266769,3.704818123,14.07279257,3.877984707,4.09476989,2.048021168,13.36883875,6.646321207,4.258139791,2.291465562,6.038221821,3.12120947,11.26814733,2.302004652,5.143088667
2.040604349,3.591201681,8.736723674,6.285214342,4.199059951,2.054897253,2.482108948,8.529198054,9.695536863,2.809129991,4.622514591,7.109735157,8.429477496,4.711916351,2.62426449,6.986313717,2.313741629,16.43391099,3.565309778,10.78331989
4.915298263,3.033741596,5.972354877,7.619059802,5.985901444,2.680893621,9.664574461,12.29091212,4.423838905,2.866939772,5.81146677,7.961064774,19.20493157,2.299899954,2.244543475,2.493029632,9.718824482,2.278271281,9.101016003,6.203619855
4.312946295,9.529674787,5.665173577,4.633204908,2.847348584,6.285418602,5.999605583,5.071577267,21.62121729,4.159255504,2.022422604,3.366309376,2.00005031,3.595929212,2.647342728,5.222720604,3.56678353,5.36022383,3.307999652,13.90955672
3.833817421,5.4946125,2.205263085,5.965529203,3.956335438,2.873668314,3.405496172,3.628979707,3.727336605,4.371878269,5.52785994,5.301510465,3.103302173,2.030440653,4.642379724,3.846472749,2.725454393,3.39315606,2.010647922,5.788973991
2.121107015,9.973808642,2.760617939,15.41068944,5.006034883,11.37408135,4.281518865,3.418057822,7.017158827,4.064060989,9.28114225,8.043681476,7.946837431,2.816548594,12.52800975,2.503214094,7.036756447,6.936019298,2.016030701,6.342331799
21.64868243,2.499529462,4.766673634,9.891494797,8.448026014,4.538742713,4.094617281,5.665810907,3.434874566,3.50099366,7.20227321,4.577800241,3.58496288,3.832374456,7.953467342,4.140286496,3.843746433,5.235878107,5.090420741,2.105967911
10.79491413,4.728761282,2.663639165,11.259389,37.13318683,5.249172303,15.50749484,5.567636331,7.937262977,11.09654521,3.143603676,12.7045056,28.8773479,2.778325166,4.365536799,4.391398892,9.926750794,5.026591711,3.110410186,4.15078026
2.111560064,2.710990969,3.828158037,4.597475972,5.400904921,2.289772306,3.343214833,4.113462085,2.226436663,4.140068309,2.11273285,2.787015007,6.265439271,2.735944702,11.73175125,4.929044067,6.141962283,3.58007518,8.575279608,2.003789912
2.398855783,2.096099854,2.244089925,4.829736119,5.16113859,11.55454546,2.008013552,2.185945554,2.486602011,4.274195481,2.766250583,6.817171852,2.542977793,7.470909921,6.777378191,2.181110314,5.235618343,2.029435331,2.023331335,2.687915808
5.721003715,5.075420133,5.63178997,5.687592929,2.577359104,5.456972074,3.974333382,2.318165591,5.045040598,4.747176062,3.406920648,6.584293713,5.735563685,9.643735832,2.450142146,3.246422719,10.39436021,3.786521754,2.575116126,6.400577114
4.211848564,5.080056933,3.432188075,2.02608661,4.839784801,4.281963805,2.025895853,3.471406918,3.899081784,12.49615821,2.117037547,4.656540329,3.45944083,2.00856631,6.358000579,12.16520088,2.306388085,3.539724967,9.572376088,2.353349139
6.186542471,2.25289111,5.593983526,2.009280926,2.330357522,2.216115564,4.535309961,3.650286931,4.695124199,3.205802181,2.070736438,11.00001786,2.248382682,6.960646,2.855001331,3.317229373,2.133112211,2.038946585,8.578196599,3.285645925
3.219262263,7.486635643,2.8328277,6.67146767,10.26625205,5.626625348,6.008197788,11.3854648,4.811600221,2.078346064,2.004540973,6.693533999,4.794994543,3.026347686,5.694347316,2.294546257,2.833171322,3.114280217,5.072144994,12.01497806
4.210225212,6.373827516,2.00650576,6.934652354,5.345295869,7.642588403,23.66790135,3.479590717,2.093467852,2.470451876,10.58220852,8.513872005,4.848422802,3.555582026,3.425979726,4.883069798,3.776194081,11.82581592,4.87584459,3.923986283
3.44896064,8.675812032,8.339827287,2.160963636,9.513523738,2.271097299,7.290370395,3.262821914,3.349981128,3.188347574,5.198498733,3.746037346,2.507487597,2.257310717,2.176870456,15.35858771,3.770347641,2.650347532,15.11895543,2.087984999
2.831802706,3.844984757,2.195317063,2.460344127,13.00105743,2.194674492,4.161209547,8.478138653,2.153831174,3.150326163,11.38480193,3.570628239,6.357114807,2.515706858,5.6321959,2.309464297,3.830595343,3.902577779,13.02567091,2.836006921
3.334931599,2.559804441,5.579552276,2.043288837,5.559914689,2.862658778,2.172654961,7.436522847,4.849628494,8.910570449,3.576001031,2.918611308,2.021971474,3.783549594,3.405539641,11.96540901,7.609062528,2.790695208,23.98934157,2.134397609
4.791429931,8.189060277,2.002641751,7.277772272,3.161435992,2.473814691,2.468076034,2.040995596,2.001044167,2.035355934,7.192255982,2.166270538,7.282159231,6.234228692,2.176706738,14.91311341,4.987609526,3.47472306,10.12343729,5.251303965
4.547132424,6.366483872,6.05119511,2.790941286,2.081600972,2.105830827,2.9540409,4.716408125,2.459604908,9.642069197,2.656717552,11.76094327,3.252885652,9.605985909,4.864976522,4.820248587,2.299822727,15.38653891,2.573647784,6.52249698
13.39951847,7.769140713,2.925740165,8.706620147,2.818397331,4.529581905,3.430548111,7.587776548,3.482510441,16.84920954,3.710350755,2.187083488,2.474604881,4.23789739,2.234327619,6.031823731,3.857575763,8.943219506,3.704294855,3.808788942
8.092188567,2.579001788,8.338361012,2.006340584,3.593263293,3.381276659,4.444073049,5.215955621,3.776733266,2.133268531,3.650475809,7.413354885,2.048253255,3.35310512,2.695854186,7.584281653,3.477578308,2.818697657,5.170090735,18.42639176
2.560773692,3.472642567,5.38376515,6.3374497,4.438640409,2.467268374,2.108355512,7.431972777,4.857002966,7.674007559,5.224403211,8.896640539,3.662802354,2.808362949,3.084332658,6.058945174,14.17596661,5.17220781,9.225524911,3.76141699
2.043659935,2.511802207,3.044570658,4.192083667,9.855420037,7.816164998,2.070893197,4.422796053,8.178973714,12.04245279,10.75394487,2.000600258,4.435921842,5.876525591,5.268523363,2.016627129,5.310303601,3.057809857,2.62226616,24.63054898
2.162582193,2.407839313,2.385551699,3.16300894,4.594903481,4.019557747,2.341130333,19.79962337,2.265629714,2.451940965,10.01457039,3.128637755,3.170662556,10.50624773,2.419338985,2.409323505,5.527826701,2.019611774,11.1396217,2.827312004
7.967983266,2.891578543,2.823743909,4.156564592,4.019126758,6.67070102,4.821092399,3.374340856,7.498731843,3.046595068,11.09428838,2.419269551,8.258098911,3.342595495,5.262205336,2.391909024,3.512519583,2.659400292,3.523170663,4.563221253
6.395467709,3.867169728,6.869858219,2.402923556,3.682176545,4.668373795,4.15514382,9.189135114,3.64285606,2.296625658,9.780432096,6.905930185,2.04261018,3.291972418,7.580566966,4.224632375,7.098138362,2.025805517,5.062419569,4.533591093
3.800270065,4.4396555,3.687497269,2.008779067,4.280953906,2.250405547,5.867740126,2.000340022,21.78131263,4.88994364,13.09032457,9.325154787,10.93619439,6.25734781,3.221919274,6.605475373,2.818537885,2.023133684,4.896789736,2.182244628
3.898510069,4.960134511,8.140608182,2.459397961,5.926798183,17.74404425,3.198820442,2.219356396,2.286882225,11.19411485,8.469158218,24.02311954,2.030969313,7.706982947,5.123456057,3.237439353,10.72425576,2.414454032,5.450947142,3.376951659
2.325418575,2.681271168,25.89677047,2.576721086,3.330073724,2.605524282,5.754652534,2.731625081,2.054544476,2.385849725,3.543227467,3.260273978,2.647215467,5.175672703,2.048045387,4.986827864,9.169631751,3.321115507,3.968845374,8.07406395
5.014892173,2.508821345,2.569046291,4.865420284,12.60152971,5.596884625,4.574787646,4.857601813,11.21548817,3.749778018,9.271147234,7.184818481,5.390925464,3.246763703,3.403237257,6.548489711,7.487109241,2.158779647,5.060289659,4.127472684
6.56124992,4.557805501,2.766821187,2.221020214,3.660083075,9.09502016,4.218717511,11.71122722,2.159525362,2.164337513,5.338741782,7.984467736,8.740333563,13.50549169,2.886821711,7.382442813,2.394681351,4.935706184,3.074397154,5.187068268
4.019660538,7.25131788,2.920240722,2.723285725,2.220571439,11.13853413,2.226190247,5.175365196,2.169048067,2.010032861,4.126227863,2.002438446,8.881271649,2.307154227,2.148742735,2.225236986,2.209394484,2.940179311,3.100340845,2.175283163
2.384306531,7.978396746,3.732898015,2.018570311,2.660191544,13.49886965,3.232706832,5.366336472,3.948315577,3.973965744,7.991079887,2.523355422,2.039342067,2.060075443,2.770929881,3.155458237,3.924350352,4.018301679,2.690691222,11.11275103
14.24174415,2.269562132,3.642233757,2.039503351,2.007113163,4.627284102,2.872229168,7.246599415,2.037762503,4.465021248,4.160409173,5.204353591,3.540553765,2.191095725,4.744091248,3.494753127,5.12707422,2.64978424,2.040855117,2.483381145
4.82132232,4.650285129,12.5018501,2.231481671,5.325190241,13.75695036,3.876477829,3.1985797,2.346869154,2.559672854,2.169991846,5.645925954,3.652497079,2.344551647,5.262207983,10.49410733,5.189914128,6.600713728,2.645824568,15.42039165
2.975249182,2.997141104,12.48789103,5.353947831,17.62884483,2.691104768,3.784912628,5.571942444,12.01763153,4.85989877,2.031544246,3.849785681,5.53691818,3.216599736,5.33398918,3.710759237,9.232460061,6.800420867,4.240092508,4.503655479
2.759486513,2.416173009,5.13183456,5.958067572,2.956319629,2.018342842,7.996666929,2.002332159,4.305083569,5.206632388,2.101296224,2.075226129,2.633997587,4.562380863,4.120931702,9.948722019,5.019126122,5.590452965,6.782143607,2.552178787
2.033101787,3.270483455,2.73034249,2.135537746,2.184683969,2.823928221,9.939707899,5.857704515,6.124037957,2.470711647,14.13747613,2.639197327,12.01279129,2.534794077,4.184696881,6.301409466,15.24993994,3.753115954,3.497720846,3.334936667
2.306568386,7.101830416,4.856985081,7.024757996,3.151189757,2.985634233,4.291965744,2.002036182,5.842261799,12.10267847,5.137380062,9.484832908,5.391028436,3.003484295,4.515619687,2.515097756,2.900459512,12.7498349,5.118109263,5.439897093
10.30105118,5.281210925,3.12297844,9.275853305,2.45189059,2.23280992,2.770341462,5.103795915,6.16661798,10.62788348,3.79478191,5.23115386,5.583114104,8.350465583,3.59870602,2.873781458,6.271888662,2.981188075,2.983136043,2.012620253
5.768630415,2.787678448,4.455504917,5.387084059,7.470243912,3.677265747,4.229096712,6.071941057,8.646116596,2.685990228,14.52308625,11.16477071,2.951081078,2.895765124,2.110290137,4.988265373,4.062386415,5.085035973,4.046028004,3.98132834
3.52637051,7.958079148,3.767007232,5.176888714,4.927444895,7.272056958,7.565415088,4.780571799,6.46277537,4.488676016,5.166052637,2.012138654,2.142333082,3.418964376,2.276666863,3.455486823,2.26043002,2.166313509,2.295627007,2.08346347
2.840961841,7.030283449,8.43875564,12.10629019,2.713527864,3.307751038,2.673046647,3.189123857,14.33505984,2.194930048,2.357721576,2.570934601,5.836626111,4.357613194,5.915299296,7.373128833,6.185778824,3.109297772,7.140238286,2.306750543
6.203274814,3.479305063,2.002033889,2.180475304,5.383450917,4.7957644,2.001571018,4.482044444,2.079813985,2.891163132,8.69085833,3.622120295,5.709006798,3.29306284,5.556973378,7.252970069,5.768243671,6.563166112,2.50713414,2.025524746
8.232918429,9.194840436,3.851208103,2.595843451,2.959631523,6.828513266,5.704902915,4.927183176,2.523137536,6.047072476,3.020467309,5.611365477,2.599384127,2.502253911,2.029849617,4.902525052,8.845940072,17.18095989,5.167368868,5.537769163
2.399059454,5.554058441,2.405061916,3.622659134,3.216151167,5.62250547,2.207220953,21.18824661,2.775616676,2.460407707,3.193340874,3.629614388,5.957799124,4.160569789,8.105566177,6.859502994,13.89637983,6.378335661,4.183531567,4.19443872
8.143734782,13.77299397,2.303716865,3.380495481,5.466170489,12.38156233,5.566209386,2.12164498,4.068931026,3.787221394,2.578966246,3.269835005,2.675111802,2.783962606,5.301013349,3.903999682,5.636094916,2.849407483,10.15061016,2.077768479
